query_id,doc_id,relevance
q04,pdf_0495_ms-in-computer-engineering-program-sheet-6-2025,2
q04,pdf_0497_ms-in-data-science-analytics-program-worksheet-6-2025,2
q04,pdf_0498_ms-in-eel-worksheet,2
q04,pdf_0499_ms-in-electrical-engineering-program-sheet-6-2025,2
q04,pdf_0500_ms-in-information-technology-management-advance-information-,2
q04,pdf_0276_4-plus-1-itm-ait,2
q04,pdf_0277_4-plus-1-itm-csda,2
q05,pdf_0495_ms-in-computer-engineering-program-sheet-6-2025,2
q05,pdf_0488_ms-computer-engineering-with-minor-in-business-worksheet,2
q05,pdf_0330_ce-application-form,2
q05,pdf_0486_ms--coen-worksheet,2
q05,pdf_0484_minor-in-business-worksheet,2
q05,pdf_0483_minor-in-business-application,2
q05,pdf_0411_eecs-low-residency-phd-form,2
q05,pdf_0284_bs-phd-computer-engineering-worksheet-12.09.2025,2
q05,pdf_0365_computer-science-minor-program-application,2
q05,pdf_0508_msto-phd-computer-engineering-worksheet12.09.2025,2
q05,pdf_0449_eel4746intro-microcontrollers-and-lab,2
q05,pdf_0290_bsms-audit-form,1
q05,pdf_0292_bsphd-audit-form,1
q05,pdf_0306_cap6411foundations-vision,1
q05,pdf_0394_cot4935sr-seminar,1
q05,pdf_0395_cot5930digital-image-processing,1
q06,pdf_0494_ms-electrical-engineering-with-minor-in-business-worksheet,2
q06,pdf_0499_ms-in-electrical-engineering-program-sheet-6-2025,2
q06,pdf_0498_ms-in-eel-worksheet,2
q06,pdf_0507_ms-to-phd-electrical-engineering-worksheet1.13.2026,2
q06,pdf_0289_bs-to-phd-electrical-engineering-worksheet12.09.2025,2
q06,pdf_0483_minor-in-business-application,2
q06,pdf_0484_minor-in-business-worksheet,2
q06,pdf_0495_ms-in-computer-engineering-program-sheet-6-2025,2
q06,pdf_0500_ms-in-information-technology-management-advance-information-,2
q06,pdf_0501_ms-in-information-technology-management-computer-science-dat,2
q06,pdf_0502_ms-in-information-technology-management-cybersecurity-progra,2
q06,pdf_0506_ms-to-phd-eel-neuroeng-concn-worksheet12.09.2025,2
q06,pdf_0276_4-plus-1-itm-ait,2
q06,pdf_0277_4-plus-1-itm-csda,2
q06,pdf_0288_bs-phd-eel-neuroeng-concn-worksheet12.09.2025,2
q06,pdf_0290_bsms-audit-form,2
q06,pdf_0347_certificate-energy-resilience-program-worksheet,2
q06,pdf_0411_eecs-low-residency-phd-form,2
q06,pdf_0454_eel5500digital-comm,2
q06,pdf_0485_ms--arin-worksheet,2
q06,pdf_0486_ms--coen-worksheet,2
q06,pdf_0487_ms--dsa--worksheet,2
q06,pdf_0490_ms-cse-worksheet-new,2
q06,pdf_0491_ms-egit-ait-worksheet,2
q06,pdf_0492_ms-egit-csda-worksheet,2
q06,pdf_0493_ms-egit-csec-worksheet,2
q06,pdf_0496_ms-in-computer-science-program-worksheet-6-2025,2
q06,pdf_0497_ms-in-data-science-analytics-program-worksheet-6-2025,2
q06,pdf_0516_professional-certificate-energy-resilience-worksheet,2
q06,pdf_0413_eee4360c-high-frequency-amplifiers,1
q07,pdf_0403_cyber-security-cert-program-worksheet,2
q07,pdf_0404_cybersecurity-certificate-program-application,2
q07,pdf_0405_cybersecurity-certificate-worksheet-2023,2
q07,pdf_0407_cybersecurity-minor-worksheet,2
q07,pdf_0406_cybersecurity-minor-program-application,2
q07,pdf_0505_ms-phd-cybersecurity-concn12.09.2025,2
q07,pdf_0286_bs-phd-csc-cybersecurity-concn12.09.2025,2
q07,pdf_0345_certificate-cyber-security-application,2
q07,pdf_0493_ms-egit-csec-worksheet,2
q07,pdf_0502_ms-in-information-technology-management-cybersecurity-progra,2
q07,pdf_0325_cda5326cryptographic-eng,2
q07,pdf_0392_cot4930intro-security-cryptography,2
q07,pdf_0458_eel5934cryptographic-eng,2
q07,pdf_0489_ms-computer-science-with-minor-in-business-worksheet,2
q07,pdf_0354_cis6375distributed-systems-security,1
q07,pdf_0356_cnt4403intro-data-network-security,1
q07,pdf_0391_cot4930cryptographic-eng,1
q07,pdf_0316_cap6778adv-data-mining-machine-learning,1
q07,pdf_0528_syllabus-mobile-app-projects-fall-2024,1
q07,course_0062_CIS_6370,1
q07,course_0063_CIS_6375,1
q07,course_0085_COT_5930,1
q07,course_0181_CNT_4403,1
q07,course_0225_COT_4930,1
q07,course_0228_COT_4930,1
q07,pdf_0353_cis6370computer-data-security,1
q07,pdf_0390_cot4930applied-cryptography,1
q07,pdf_0523_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024,1
q07,pdf_0303_cap6010multimedia-systems,1
q07,pdf_0335_cen5086cloud-computing,1
q08,pdf_0497_ms-in-data-science-analytics-program-worksheet-6-2025,2
q08,pdf_0520_professional-ms-itm-csda-concentration-worksheet,2
q08,pdf_0409_data-science-certificate-worksheet,2
q08,pdf_0487_ms--dsa--worksheet,2
q08,pdf_0492_ms-egit-csda-worksheet,2
q08,pdf_0501_ms-in-information-technology-management-computer-science-dat,2
q08,pdf_0287_bs-phd-csc-data-science-anly-concn12.09.2025,2
q08,pdf_0504_ms-phd-csc-data-science-anly-concn12.09.2025,2
q08,pdf_0283_big-data-analytics-cert-program-worksheet,2
q08,pdf_0277_4-plus-1-itm-csda,2
q08,pdf_0408_data-science-certificate-program-application,2
q08,pdf_0302_cap5768introduction-to-data-science,2
q08,course_0008_CAP_5768,2
q08,course_0020_CAP_6619,2
q08,course_0025_CAP_6635,2
q08,course_0030_CAP_6673,2
q08,pdf_0344_certificate-big-data-analytics-application,2
q08,pdf_0513_professional-certificate-big-data-analytics-application,2
q08,pdf_0514_professional-certificate-big-data-analytics-worksheet,2
q08,course_0035_CAP_6776,1
q08,pdf_0290_bsms-audit-form,1
q08,pdf_0317_cap6780big-data-analytics,1
q08,pdf_0489_ms-computer-science-with-minor-in-business-worksheet,1
q08,pdf_0385_cop6726new-directions-database-systems,1
q08,course_0007_CAP_5768,1
q08,course_0011_CAP_6315,1
q08,course_0012_CAP_6315,1
q08,course_0039_CAP_6780,1
q08,pdf_0294_cap-6610-applied-machine-learning,1
q08,pdf_0305_cap6315social-networks-big-data-analytics,1
q09,pdf_0300_cap5615intro-neural-networks,2
q09,course_0008_CAP_5768,2
q09,course_0020_CAP_6619,2
q09,course_0025_CAP_6635,2
q09,course_0030_CAP_6673,2
q09,pdf_0298_cap4630artificial-intelligence,2
q09,course_0001_CAP_5615,2
q09,course_0002_CAP_5615,2
q09,course_0005_CAP_5625,2
q09,course_0015_CAP_6610,2
q09,course_0019_CAP_6619,2
q09,course_0027_CAP_6640,2
q09,course_0017_CAP_6618,2
q09,pdf_0469_eel6819neural-complex-artificial-neural-networks,2
q09,pdf_0315_cap6777web-mining,2
q09,pdf_0318_cap6807computational-adv,2
q09,course_0003_CAP_5625,1
q09,course_0004_CAP_5625,1
q09,pdf_0527_syllabus-intro-intelligent-auton-robots-fall-2024,1
q09,pdf_0386_cop6728visual-info-retrieval,1
q09,pdf_0459_eel6291smart-grid,1
q09,pdf_0470_eel6935-cot6930automatic-biometric-systems,1
q09,course_0029_CAP_6673,1
q09,course_0038_CAP_6778,1
q09,course_0024_CAP_6635,1
q09,course_0026_CAP_6635,1
q09,course_0146_CAP_4630,1
q10,pdf_0315_cap6777web-mining,2
q10,course_0008_CAP_5768,2
q10,course_0020_CAP_6619,2
q10,course_0025_CAP_6635,2
q10,course_0030_CAP_6673,2
q10,pdf_0385_cop6726new-directions-database-systems,2
q10,pdf_0387_cop6731theory-implementation-database-systems,2
q10,course_0039_CAP_6780,2
q10,course_0038_CAP_6778,2
q10,course_0036_CAP_6776,2
q10,course_0037_CAP_6777,2
q10,course_0076_COP_6726,2
q10,course_0079_COP_6731,2
q10,course_0198_COP_3540,2
q10,course_0213_COP_4703,2
q10,pdf_0386_cop6728visual-info-retrieval,2
q10,course_0011_CAP_6315,2
q10,course_0012_CAP_6315,2
q10,course_0029_CAP_6673,2
q10,course_0077_COP_6728,2
q10,course_0148_CAP_4770,1
q10,pdf_0383_cop5859semantic-web-programming,1
q10,course_0078_COP_6731,1
q11,pdf_0336_cen6027sw-maint-evolution,2
q11,pdf_0338_cen6076sw-testing,2
q11,pdf_0337_cen6075sw-reqs-eng,2
q11,pdf_0331_cen4010principles-sw-engineering,2
q11,pdf_0334_cen5035sw-eng,2
q11,pdf_0339_cen6085sw-architecture-patterns,2
q11,pdf_0381_cop5339object-oriented-sw-design,2
q11,pdf_0374_cop4331object-oriented-design,2
q11,course_0164_CEN_4010,2
q11,course_0072_COP_5339,2
q11,course_0050_CEN_6027,2
q11,course_0051_CEN_6075,2
q11,course_0052_CEN_6076,2
q11,course_0053_CEN_6085,2
q11,course_0206_COP_4331,2
q11,pdf_0340_cen6405computer-perf-modeling,2
q11,course_0047_CEN_5035,2
q11,pdf_0367_cop3014foundations-cs,2
q11,pdf_0529_syllabus-software-engineering-management-fall-2024,2
q11,pdf_0322_cda4204cad-based-computer-design,2
q11,pdf_0327_cda6132multip-architecture,2
q11,pdf_0328_cda6214structured-vlsi-design,2
q11,pdf_0353_cis6370computer-data-security,2
q11,pdf_0361_cnt6516adv-computer-networking,2
q11,pdf_0397_cot5930mobile-system-development-ios,2
q11,pdf_0297_cap4401digital-img-processing,2
q11,pdf_0324_cda4630intro-embedded-systems,2
q11,pdf_0329_cda6316embedded-systems-design,2
q11,pdf_0333_cen4400intro-computersystems-perf-eval,2
q11,pdf_0391_cot4930cryptographic-eng,2
q12,pdf_0451_eel4930renewable-energy,2
q12,pdf_0413_eee4360c-high-frequency-amplifiers,2
q12,pdf_0442_eel4478electromagnetic,2
q12,pdf_0437_eel4281photovoltaic-power,2
q12,pdf_0421_eee5371high-freq-amplifier-design,2
q12,pdf_0460_eel6468smart-antennas,2
q12,pdf_0440_eel4436microwave-engineering,2
q12,pdf_0453_eel5437microwave-eng,2
q12,pdf_0435_eel4216electric-power-systems,2
q12,pdf_0439_eel4433c-rf-microwave-laboratory,2
q12,pdf_0423_eee5502digital-processing-of-Signals,2
q12,pdf_0444_eel4512comm-systems,2
q12,pdf_0446_eel4652control-systems1,2
q12,pdf_0467_eel6597wireless-personal-comm-systems,2
q12,pdf_0432_eel3118l-lab1,2
q12,pdf_0445_eel4512l-comm-systems-lab,2
q12,pdf_0452_eel4930silicon-ic-fab,2
q12,pdf_0465_eel6591wireless-networks,2
q12,pdf_0466_eel6593mobile-comm,2
q12,pdf_0419_eee5321cmos-amplifiers,2
q12,pdf_0420_eee5324silicon-int-cir-fab,2
q12,pdf_0459_eel6291smart-grid,2
q12,pdf_0434_eel4119l-lab2,2
q12,course_0253_EEL_4281,2
q12,course_0254_EEL_4421C,2
q12,course_0255_EEL_4433C,2
q12,pdf_0433_eel3470electromagnetic,2
q12,pdf_0430_eel3111circuits1,2
q12,pdf_0436_eel4220electrical-machines,2
q12,course_0117_EEE_6374,2
q12,pdf_0455_eel5613modern-control,2
q12,pdf_0322_cda4204cad-based-computer-design,2
q12,pdf_0324_cda4630intro-embedded-systems,2
q12,pdf_0470_eel6935-cot6930automatic-biometric-systems,2
q12,pdf_0471_eel6935medical-imaging,2
q12,pdf_0429_eel3012ee-practice,2
q12,pdf_0474_egn4410c-eng-design1,2
q12,pdf_0475_egn4410c-engineering-design1,2
q12,course_0232_EEE_3300,2
q12,course_0234_EEE_4361,2
q13,pdf_0322_cda4204cad-based-computer-design,2
q13,pdf_0327_cda6132multip-architecture,2
q13,pdf_0321_cda4102structured-computer-architecture,2
q13,pdf_0328_cda6214structured-vlsi-design,2
q13,pdf_0326_cda6122eval-parallel-dist-systs,2
q13,pdf_0324_cda4630intro-embedded-systems,2
q13,pdf_0329_cda6316embedded-systems-design,2
q13,course_0154_CDA_4102,2
q13,course_0156_CDA_4204,2
q13,pdf_0300_cap5615intro-neural-networks,2
q13,pdf_0323_cda4210intro-vlsi-design,2
q13,course_0045_CDA_6316,2
q13,course_0162_CDA_4630,2
q13,course_0152_CDA_3331C,2
q13,course_0044_CDA_6214,2
q13,course_0150_CDA_3201C,2
q13,course_0158_CDA_4210,2
q13,course_0043_CDA_6132,2
q13,course_0042_CDA_6122,2
q13,pdf_0391_cot4930cryptographic-eng,2
q13,pdf_0420_eee5324silicon-int-cir-fab,2
q13,pdf_0452_eel4930silicon-ic-fab,2
q13,course_0041_CDA_5326,1
q13,course_0151_CDA_3203,1
q13,course_0153_CDA_4102,1
q13,course_0155_CDA_4204,1
q13,course_0157_CDA_4210,1
q13,course_0159_CDA_4240C,1
q13,course_0160_CDA_4323,1
q13,course_0161_CDA_4630,1
q14,pdf_0411_eecs-low-residency-phd-form,2
q14,pdf_0290_bsms-audit-form,2
q14,pdf_0292_bsphd-audit-form,2
q14,pdf_0291_bsms-joint-mechanical-engineering-and-msai-audit-form,2
q14,pdf_0341_certificate-artificial--intelligence-program-application,2
q14,pdf_0482_minor--artificial-intelligence-application,2
q14,pdf_0406_cybersecurity-minor-program-application,2
q14,pdf_0510_nursing-joint-bsms-ai-audit-form,2
q14,pdf_0281_artificial-intelligence-certificate-program-application-jan6,2
q14,pdf_0282_artificial-intelligence-minor-program-application-jan6,2
q14,pdf_0344_certificate-big-data-analytics-application,2
q14,pdf_0345_certificate-cyber-security-application,2
q14,pdf_0365_computer-science-minor-program-application,2
q14,pdf_0408_data-science-certificate-program-application,2
q14,pdf_0511_professional-ai-certificate-program-application,2
q14,pdf_0330_ce-application-form,2
q14,pdf_0346_certificate-energy-resilience-program-application,2
q14,pdf_0404_cybersecurity-certificate-program-application,2
q14,pdf_0410_eecs-eac-conflict-of-interest,2
q14,pdf_0483_minor-in-business-application,2
q14,pdf_0513_professional-certificate-big-data-analytics-application,2
q14,pdf_0515_professional-certificate-energy-resilience-application,2
q14,pdf_0293_bsphd-grad-pathway-scholarship-application,2
q14,pdf_0478_grad-pathway-scholarship-application-revised,2
q14,pdf_0479_grad-pathway-scholarship-application,2
q14,pdf_0280_artificial-intelligence-cert-program-worksheet,2
q14,pdf_0342_certificate-artificial-intelligence--program-worksheet,2
q14,pdf_0343_certificate-artificial-intelligence-program-worksheet,2
q14,pdf_0485_ms--arin-worksheet,2
q14,pdf_0486_ms--coen-worksheet,2
q14,pdf_0487_ms--dsa--worksheet,2
q14,pdf_0490_ms-cse-worksheet-new,2
q14,pdf_0491_ms-egit-ait-worksheet,2
q14,pdf_0492_ms-egit-csda-worksheet,2
q14,pdf_0493_ms-egit-csec-worksheet,2
q14,pdf_0497_ms-in-data-science-analytics-program-worksheet-6-2025,2
q14,pdf_0498_ms-in-eel-worksheet,2
q14,pdf_0500_ms-in-information-technology-management-advance-information-,2
q14,pdf_0501_ms-in-information-technology-management-computer-science-dat,2
q14,pdf_0502_ms-in-information-technology-management-cybersecurity-progra,2
