query_id,doc_id,rrf_score,rank
q01,course_0038_CAP_6778::chunk_001,0.010274,66
q01,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_002,0.010204,67
q01,pdf_0492_ms-egit-ait-worksheet::chunk_002,0.010135,68
q01,course_0235_EEE_4361C::chunk_001,0.010067,69
q01,course_0238_EEE_4541::chunk_001,0.01,70
q01,pdf_0316_cap6778adv-data-mining-machine-learning::chunk_001,0.009934,71
q01,course_0096_COT_6446::chunk_001,0.009868,72
q01,course_0103_COT_6930::chunk_001,0.00974,73
q01,course_0136_EEL_6819::chunk_001,0.009554,74
q01,course_0060_CIS_5374::chunk_001,0.009434,75
q01,course_0015_CAP_6610::chunk_001,0.009375,76
q01,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_002,0.009317,77
q01,course_0148_CAP_4770::chunk_001,0.009146,78
q01,course_0046_CEN_5035::chunk_001,0.008982,79
q01,course_0006_CAP_5768::chunk_001,0.008929,80
q01,course_0090_COT_5930::chunk_001,0.008876,81
q01,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_002,0.008824,82
q01,course_0052_CEN_6076::chunk_001,0.008772,83
q01,course_0231_EEE_3300::chunk_001,0.008721,84
q01,course_0118_EEE_6508::chunk_001,0.008671,85
q01,course_0036_CAP_6776::chunk_001,0.008621,86
q01,course_0149_CAP_4773::chunk_001,0.008523,87
q01,course_0051_CEN_6075::chunk_001,0.008475,88
q01,course_0137_EEL_6935::chunk_001,0.008427,89
q01,course_0091_COT_5930::chunk_001,0.00838,90
q01,course_0102_COT_6930::chunk_001,0.008333,91
q01,course_0078_COP_6731::chunk_001,0.008287,92
q01,course_0014_CAP_6546::chunk_001,0.008197,93
q01,course_0029_CAP_6673::chunk_001,0.008152,94
q01,pdf_0527_syllabus-conversational-ai-fall-2024::chunk_001,0.008108,95
q01,pdf_0350_cgs1571computer-app2::chunk_001,0.008065,96
q01,course_0160_CDA_4323::chunk_001,0.008021,97
q01,pdf_0353_cis5371practical-aspects-modern-cryptography::chunk_001,0.007979,98
q01,course_0124_EEL_5661::chunk_001,0.007937,99
q01,course_0119_EEE_6585::chunk_001,0.007895,100
q01,pdf_0530_syllabus-mobile-app-projects-fall-2024::chunk_003,0.004386,101
q01,pdf_0529_syllabus-intro-intelligent-auton-robots-fall-2024::chunk_003,0.004202,102
q01,pdf_0407_cybersecurity-minor-program-application::chunk_001,0.004167,103
q01,course_0109_COT_6930::chunk_001,0.004032,104
q01,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_001,0.003846,105
q01,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_004,0.003817,106
q01,pdf_0493_ms-egit-csda-worksheet::chunk_001,0.003759,107
q01,pdf_0492_ms-egit-ait-worksheet::chunk_001,0.003731,108
q01,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_003,0.003704,109
q01,pdf_0491_ms-cse-worksheet-new::chunk_001,0.003676,110
q01,pdf_0488_ms--dsa--worksheet::chunk_001,0.00365,111
q01,pdf_0494_ms-egit-csec-worksheet::chunk_001,0.003623,112
q01,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_001,0.003597,113
q01,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_001,0.003571,114
q01,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_001,0.003546,115
q01,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_001,0.003521,116
q01,pdf_0487_ms--coen-worksheet::chunk_001,0.003497,117
q01,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_001,0.003472,118
q01,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_001,0.003356,119
q01,pdf_0499_ms-in-eel-worksheet::chunk_001,0.003333,120
q01,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_001,0.003311,121
q01,pdf_0531_syllabus-software-engineering-management-fall-2024::chunk_003,0.003268,122
q01,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_002,0.003145,123
q01,pdf_0520_professional-ms-cs-worksheet::chunk_001,0.003049,124
q01,pdf_0412_eecs-low-residency-phd-form::chunk_001,0.00303,125
q01,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,0.002994,126
q01,pdf_0530_syllabus-mobile-app-projects-fall-2024::chunk_002,0.002959,127
q01,pdf_0307_cap6546Data-mining-for-bioinformatics::chunk_001,0.002941,128
q01,pdf_0484_minor-in-business-application::chunk_001,0.002924,129
q01,pdf_0531_syllabus-software-engineering-management-fall-2024::chunk_002,0.00289,130
q01,course_0087_COT_5930::chunk_001,0.002857,131
q01,pdf_0485_minor-in-business-worksheet::chunk_001,0.002825,132
q01,pdf_0330_ce-application-form::chunk_001,0.002809,133
q01,pdf_0388_cop6731theory-implementation-database-systems::chunk_001,0.002762,134
q01,pdf_0295_cap4028game-programming::chunk_001,0.002688,135
q01,course_0100_COT_6905::chunk_001,0.002674,136
q01,course_0098_COT_6900::chunk_001,0.00266,137
q01,course_0105_COT_6930::chunk_001,0.002646,138
q01,course_0089_COT_5930::chunk_001,0.002632,139
q02,pdf_0282_artificial-intelligence-minor-program-application-jan6::chunk_001,0.021918,1
q02,pdf_0483_minor--artificial-intelligence-application::chunk_001,0.021799,2
q02,pdf_0279_artificial-inteligence-minor-worksheet-jan6::chunk_001,0.021505,3
q02,pdf_0342_certificate-artificial-intelligence--program-worksheet::chunk_001,0.021277,4
q02,pdf_0343_certificate-artificial-intelligence-program-worksheet::chunk_001,0.020888,5
q02,pdf_0513_professional-ai-certificate-program-application::chunk_001,0.020566,6
q02,pdf_0281_artificial-intelligence-certificate-program-application-jan6::chunk_001,0.020551,7
q02,pdf_0514_professional-certificate-ai-worksheet::chunk_001,0.020051,8
q02,pdf_0341_certificate-artificial--intelligence-program-application::chunk_001,0.019959,9
q02,pdf_0519_professional-ms-ai-worksheet::chunk_001,0.019852,10
q02,pdf_0486_ms--arin-worksheet::chunk_001,0.019706,11
q02,pdf_0366_computer-science-minor-program-application::chunk_001,0.019563,12
q02,pdf_0278_artificial-inteligence-certificate-worksheet-jan6::chunk_001,0.019336,13
q02,pdf_0484_minor-in-business-application::chunk_001,0.01897,14
q02,pdf_0485_minor-in-business-worksheet::chunk_001,0.018547,15
q02,pdf_0407_cybersecurity-minor-program-application::chunk_001,0.018464,16
q02,pdf_0511_nursing-joint-bsms-ai-audit-form::chunk_001,0.018424,17
q02,pdf_0280_artificial-intelligence-cert-program-worksheet::chunk_001,0.018384,18
q02,pdf_0510_newcertificate-artificial-intelligence-worksheet::chunk_001,0.018021,19
q02,pdf_0408_cybersecurity-minor-worksheet::chunk_001,0.017833,20
q02,course_0146_CAP_4630::chunk_001,0.017126,21
q02,pdf_0490_ms-computer-science-with-minor-in-business-worksheet::chunk_001,0.016814,22
q02,pdf_0311_cap6635artificial-intelligence::chunk_001,0.016586,23
q02,course_0024_CAP_6635::chunk_001,0.016354,24
q02,pdf_0298_cap4630artificial-intelligence::chunk_001,0.01611,25
q02,pdf_0492_ms-egit-ait-worksheet::chunk_002,0.016099,26
q02,pdf_0492_ms-egit-ait-worksheet::chunk_001,0.015963,27
q02,pdf_0291_bsms-joint-mechanical-engineering-and-msai-audit-form::chunk_001,0.015816,28
q02,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_002,0.015675,29
q02,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_001,0.015565,30
q02,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_001,0.015515,31
q02,pdf_0489_ms-computer-engineering-with-minor-in-business-worksheet::chunk_001,0.015311,32
q02,course_0005_CAP_5625::chunk_001,0.015251,33
q02,course_0023_CAP_6635::chunk_001,0.015012,34
q02,pdf_0515_professional-certificate-big-data-analytics-application::chunk_001,0.014961,35
q02,course_0028_CAP_6673::chunk_001,0.014954,36
q02,course_0003_CAP_5625::chunk_001,0.014879,37
q02,course_0004_CAP_5625::chunk_001,0.014875,38
q02,pdf_0495_ms-electrical-engineering-with-minor-in-business-worksheet::chunk_001,0.014456,39
q02,pdf_0290_bsms-audit-form::chunk_001,0.014399,40
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_005,0.014396,41
q02,pdf_0494_ms-egit-csec-worksheet::chunk_001,0.014386,42
q02,pdf_0344_certificate-big-data-analytics-application::chunk_001,0.014072,43
q02,course_0025_CAP_6635::chunk_001,0.014019,44
q02,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_002,0.013985,45
q02,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_001,0.013864,46
q02,pdf_0301_cap5625computational-foundations-of-artificial-intelligence::chunk_001,0.01375,47
q02,course_0018_CAP_6619::chunk_001,0.013745,48
q02,pdf_0512_nursing-joint-bsms-biomedical-eng-audit-form::chunk_001,0.013708,49
q02,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_002,0.013543,50
q02,pdf_0493_ms-egit-csda-worksheet::chunk_001,0.013526,51
q02,course_0021_CAP_6629::chunk_001,0.013339,52
q02,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_001,0.013203,53
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_003,0.013079,54
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_001,0.01285,55
q02,pdf_0488_ms--dsa--worksheet::chunk_001,0.012822,56
q02,course_0020_CAP_6619::chunk_001,0.012712,57
q02,pdf_0412_eecs-low-residency-phd-form::chunk_001,0.012702,58
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_002,0.012664,59
q02,pdf_0488_ms--dsa--worksheet::chunk_002,0.012615,60
q02,pdf_0276_4-plus-1-itm-ait::chunk_001,0.0125,61
q02,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_002,0.012397,62
q02,pdf_0530_syllabus-mobile-app-projects-fall-2024::chunk_003,0.012244,63
q02,course_0008_CAP_5768::chunk_001,0.012195,64
q02,pdf_0345_certificate-biomedical-engineering-program-application::chunk_001,0.011834,65
q02,course_0148_CAP_4770::chunk_001,0.011719,66
q02,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_002,0.011601,67
q02,course_0144_CAP_4623::chunk_001,0.011194,68
q02,pdf_0410_data-science-certificate-worksheet::chunk_001,0.011127,69
q02,pdf_0521_professional-ms-itm-adv-info-tech-concentration-worksheet::chunk_001,0.011029,70
q02,course_0030_CAP_6673::chunk_001,0.010949,71
q02,pdf_0409_data-science-certificate-program-application::chunk_001,0.010899,72
q02,course_0225_COT_4930::chunk_001,0.010797,73
q02,course_0136_EEL_6819::chunk_001,0.010791,74
q02,pdf_0520_professional-ms-cs-worksheet::chunk_001,0.010785,75
q02,pdf_0405_cybersecurity-certificate-program-application::chunk_001,0.010417,76
q02,course_0235_EEE_4361C::chunk_001,0.010274,77
q02,pdf_0316_cap6778adv-data-mining-machine-learning::chunk_001,0.010067,78
q02,course_0238_EEE_4541::chunk_001,0.009934,79
q02,course_0038_CAP_6778::chunk_001,0.009804,80
q02,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_001,0.009677,81
q02,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,0.009615,82
q02,course_0231_EEE_3300::chunk_001,0.009317,83
q02,course_0015_CAP_6610::chunk_001,0.009202,84
q02,course_0153_CDA_4102::chunk_001,0.009146,85
q02,course_0149_CAP_4773::chunk_001,0.008982,86
q02,course_0174_CIS_4367::chunk_001,0.008929,87
q02,course_0171_CGS_1570::chunk_001,0.008772,88
q02,pdf_0283_big-data-analytics-cert-program-worksheet::chunk_001,0.008721,89
q02,course_0026_CAP_6635::chunk_001,0.008671,90
q02,pdf_0277_4-plus-1-itm-csda::chunk_001,0.008621,91
q02,pdf_0505_ms-phd-csc-data-science-anly-concn12.09.2025::chunk_001,0.008571,92
q02,course_0159_CDA_4240C::chunk_001,0.008523,93
q02,pdf_0527_syllabus-conversational-ai-fall-2024::chunk_001,0.00838,94
q02,course_0172_CGS_1571::chunk_001,0.008242,95
q02,pdf_0285_bs-phd-computer-science-worksheet12.09.2025::chunk_001,0.008197,96
q02,course_0179_CNT_4164::chunk_001,0.008108,97
q02,pdf_0314_cap6776information-retrieval::chunk_001,0.008021,98
q02,pdf_0287_bs-phd-csc-data-science-anly-concn12.09.2025::chunk_001,0.007979,99
q02,course_0185_COP_3014::chunk_001,0.007937,100
q02,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_001,0.004505,101
q02,pdf_0491_ms-cse-worksheet-new::chunk_001,0.004464,102
q02,pdf_0487_ms--coen-worksheet::chunk_001,0.004065,103
q02,pdf_0346_certificate-cyber-security-application::chunk_001,0.004,104
q02,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_001,0.003968,105
q02,pdf_0499_ms-in-eel-worksheet::chunk_001,0.003876,106
q02,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_001,0.003846,107
q02,pdf_0529_syllabus-intro-intelligent-auton-robots-fall-2024::chunk_003,0.003788,108
q02,course_0109_COT_6930::chunk_001,0.003731,109
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_004,0.003676,110
q02,course_0240_EEE_4541::chunk_001,0.00365,111
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_001,0.003623,112
q02,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_003,0.003597,113
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_004,0.003571,114
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_002,0.003497,115
q02,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_001,0.003472,116
q02,pdf_0499_ms-in-eel-worksheet::chunk_002,0.003448,117
q02,pdf_0406_cybersecurity-certificate-worksheet-2023::chunk_001,0.003401,118
q02,pdf_0530_syllabus-mobile-app-projects-fall-2024::chunk_002,0.003378,119
q02,pdf_0480_grad-pathway-scholarship-application::chunk_001,0.003247,120
q02,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_002,0.003226,121
q02,pdf_0292_bsphd-audit-form::chunk_001,0.003185,122
q02,pdf_0479_grad-pathway-scholarship-application-revised::chunk_001,0.003165,123
q02,pdf_0293_bsphd-grad-pathway-scholarship-application::chunk_001,0.003125,124
q02,pdf_0330_ce-application-form::chunk_001,0.003106,125
q02,pdf_0487_ms--coen-worksheet::chunk_002,0.003086,126
q02,pdf_0494_ms-egit-csec-worksheet::chunk_002,0.002976,127
q02,pdf_0295_cap4028game-programming::chunk_001,0.002857,128
q02,course_0087_COT_5930::chunk_001,0.002841,129
q02,course_0101_COT_6930::chunk_001,0.002825,130
q02,pdf_0493_ms-egit-csda-worksheet::chunk_002,0.002809,131
q02,pdf_0491_ms-cse-worksheet-new::chunk_002,0.002762,132
q02,course_0085_COT_5930::chunk_001,0.002688,133
q02,pdf_0517_professional-certificate-energy-resilience-application::chunk_001,0.00266,134
q03,pdf_0515_professional-certificate-big-data-analytics-application::chunk_001,0.021918,1
q03,pdf_0344_certificate-big-data-analytics-application::chunk_001,0.021681,2
q03,pdf_0516_professional-certificate-big-data-analytics-worksheet::chunk_001,0.021624,3
q03,pdf_0283_big-data-analytics-cert-program-worksheet::chunk_001,0.021277,4
q03,course_0035_CAP_6776::chunk_001,0.020944,5
q03,pdf_0317_cap6780big-data-analytics::chunk_001,0.020672,6
q03,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_001,0.020257,7
q03,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_002,0.020152,8
q03,pdf_0514_professional-certificate-ai-worksheet::chunk_001,0.020011,9
q03,pdf_0343_certificate-artificial-intelligence-program-worksheet::chunk_001,0.019093,10
q03,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_002,0.018984,11
q03,pdf_0513_professional-ai-certificate-program-application::chunk_001,0.018943,12
q03,pdf_0409_data-science-certificate-program-application::chunk_001,0.018911,13
q03,pdf_0488_ms--dsa--worksheet::chunk_001,0.018791,14
q03,pdf_0278_artificial-inteligence-certificate-worksheet-jan6::chunk_001,0.018781,15
q03,pdf_0281_artificial-intelligence-certificate-program-application-jan6::chunk_001,0.018731,16
q03,course_0039_CAP_6780::chunk_001,0.018616,17
q03,pdf_0493_ms-egit-csda-worksheet::chunk_001,0.018606,18
q03,pdf_0342_certificate-artificial-intelligence--program-worksheet::chunk_001,0.018523,19
q03,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_001,0.018309,20
q03,pdf_0341_certificate-artificial--intelligence-program-application::chunk_001,0.018182,21
q03,course_0012_CAP_6315::chunk_001,0.017871,22
q03,pdf_0410_data-science-certificate-worksheet::chunk_001,0.017818,23
q03,pdf_0305_cap6315social-networks-big-data-analytics::chunk_001,0.01766,24
q03,pdf_0488_ms--dsa--worksheet::chunk_002,0.017322,25
q03,pdf_0277_4-plus-1-itm-csda::chunk_001,0.016985,26
q03,pdf_0406_cybersecurity-certificate-worksheet-2023::chunk_001,0.016693,27
q03,course_0008_CAP_5768::chunk_001,0.016419,28
q03,pdf_0510_newcertificate-artificial-intelligence-worksheet::chunk_001,0.016317,29
q03,pdf_0517_professional-certificate-energy-resilience-application::chunk_001,0.016202,30
q03,course_0025_CAP_6635::chunk_001,0.016188,31
q03,pdf_0279_artificial-inteligence-minor-worksheet-jan6::chunk_001,0.015996,32
q03,pdf_0280_artificial-intelligence-cert-program-worksheet::chunk_001,0.015983,33
q03,pdf_0405_cybersecurity-certificate-program-application::chunk_001,0.015892,34
q03,pdf_0346_certificate-cyber-security-application::chunk_001,0.015811,35
q03,pdf_0316_cap6778adv-data-mining-machine-learning::chunk_001,0.01574,36
q03,pdf_0518_professional-certificate-energy-resilience-worksheet::chunk_001,0.015604,37
q03,pdf_0287_bs-phd-csc-data-science-anly-concn12.09.2025::chunk_001,0.015534,38
q03,pdf_0505_ms-phd-csc-data-science-anly-concn12.09.2025::chunk_001,0.015179,39
q03,pdf_0404_cyber-security-cert-program-worksheet::chunk_001,0.01512,40
q03,course_0020_CAP_6619::chunk_001,0.015091,41
q03,course_0030_CAP_6673::chunk_001,0.015037,42
q03,pdf_0345_certificate-biomedical-engineering-program-application::chunk_001,0.014987,43
q03,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,0.014981,44
q03,pdf_0347_certificate-energy-resilience-program-application::chunk_001,0.014957,45
q03,course_0011_CAP_6315::chunk_001,0.014723,46
q03,pdf_0307_cap6546Data-mining-for-bioinformatics::chunk_001,0.014495,47
q03,pdf_0521_professional-ms-itm-adv-info-tech-concentration-worksheet::chunk_001,0.014219,48
q03,pdf_0519_professional-ms-ai-worksheet::chunk_001,0.013699,49
q03,pdf_0348_certificate-energy-resilience-program-worksheet::chunk_001,0.013639,50
q03,pdf_0282_artificial-intelligence-minor-program-application-jan6::chunk_001,0.013491,51
q03,pdf_0494_ms-egit-csec-worksheet::chunk_001,0.013312,52
q03,pdf_0408_cybersecurity-minor-worksheet::chunk_001,0.013138,53
q03,pdf_0492_ms-egit-ait-worksheet::chunk_001,0.013091,54
q03,course_0018_CAP_6619::chunk_001,0.013002,55
q03,pdf_0291_bsms-joint-mechanical-engineering-and-msai-audit-form::chunk_001,0.012728,56
q03,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_001,0.012639,57
q03,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_001,0.012536,58
q03,pdf_0486_ms--arin-worksheet::chunk_001,0.012506,59
q03,course_0021_CAP_6629::chunk_001,0.012193,60
q03,course_0040_CAP_6807::chunk_001,0.012145,61
q03,pdf_0511_nursing-joint-bsms-ai-audit-form::chunk_001,0.0121,62
q03,pdf_0326_cda6122eval-parallel-dist-systs::chunk_001,0.011977,63
q03,pdf_0302_cap5768introduction-to-data-science::chunk_001,0.011897,64
q03,pdf_0483_minor--artificial-intelligence-application::chunk_001,0.011764,65
q03,pdf_0353_cis5371practical-aspects-modern-cryptography::chunk_001,0.011628,66
q03,pdf_0370_cop3530data-structures-algorithm-analysis::chunk_001,0.011611,67
q03,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_001,0.011458,68
q03,pdf_0356_cnt4104intro-data-comm::chunk_001,0.011237,69
q03,course_0038_CAP_6778::chunk_001,0.011194,70
q03,pdf_0350_cgs1571computer-app2::chunk_001,0.01087,71
q03,course_0014_CAP_6546::chunk_001,0.010638,72
q03,course_0059_CIS_5371::chunk_001,0.010563,73
q03,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_002,0.01049,74
q03,pdf_0493_ms-egit-csda-worksheet::chunk_002,0.010417,75
q03,pdf_0276_4-plus-1-itm-ait::chunk_001,0.010204,76
q03,pdf_0492_ms-egit-ait-worksheet::chunk_002,0.01,77
q03,pdf_0287_bs-phd-csc-data-science-anly-concn12.09.2025::chunk_002,0.00974,78
q03,course_0007_CAP_5768::chunk_001,0.009677,79
q03,pdf_0349_cgs1570computer-apps1::chunk_001,0.009615,80
q03,pdf_0289_bs-to-phd-electrical-engineering-worksheet12.09.2025::chunk_002,0.009434,81
q03,pdf_0313_cap6673data-mining-machine-learning::chunk_001,0.009375,82
q03,pdf_0512_nursing-joint-bsms-biomedical-eng-audit-form::chunk_001,0.009317,83
q03,course_0160_CDA_4323::chunk_001,0.009146,84
q03,course_0193_COP_3530::chunk_001,0.009036,85
q03,course_0005_CAP_5625::chunk_001,0.008982,86
q03,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_002,0.008929,87
q03,course_0060_CIS_5374::chunk_001,0.008876,88
q03,pdf_0508_ms-to-phd-electrical-engineering-worksheet1.13.2026::chunk_002,0.008824,89
q03,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_002,0.008621,90
q03,course_0024_CAP_6635::chunk_001,0.008571,91
q03,course_0159_CDA_4240C::chunk_001,0.008523,92
q03,course_0153_CDA_4102::chunk_001,0.008427,93
q03,course_0235_EEE_4361C::chunk_001,0.008287,94
q03,course_0161_CDA_4630::chunk_001,0.008242,95
q03,course_0207_COP_4367::chunk_001,0.008197,96
q03,course_0085_COT_5930::chunk_001,0.008152,97
q03,course_0146_CAP_4630::chunk_001,0.008108,98
q03,course_0023_CAP_6635::chunk_001,0.007937,99
q03,pdf_0505_ms-phd-csc-data-science-anly-concn12.09.2025::chunk_002,0.007895,100
q03,pdf_0318_cap6807computational-adv::chunk_001,0.00431,101
q03,pdf_0386_cop6726new-directions-database-systems::chunk_001,0.004098,102
q03,pdf_0294_cap-6610-applied-machine-learning::chunk_001,0.003937,103
q03,pdf_0299_cap4770intro-data-mining-machine-intelligence::chunk_001,0.003676,104
q03,pdf_0388_cop6731theory-implementation-database-systems::chunk_001,0.003521,105
