query_id,doc_id,rrf_score,rank
q01,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_002,0.001084,99
q01,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_001,0.001075,100
q01,pdf_0531_syllabus-software-engineering-management-fall-2024::chunk_003,0.00107,101
q01,pdf_0520_professional-ms-cs-worksheet::chunk_001,0.001067,102
q02,pdf_0282_artificial-intelligence-minor-program-application-jan6::chunk_001,0.011291,1
q02,pdf_0483_minor--artificial-intelligence-application::chunk_001,0.011263,2
q02,pdf_0279_artificial-inteligence-minor-worksheet-jan6::chunk_001,0.011221,3
q02,pdf_0342_certificate-artificial-intelligence--program-worksheet::chunk_001,0.011184,4
q02,pdf_0343_certificate-artificial-intelligence-program-worksheet::chunk_001,0.011111,5
q02,pdf_0281_artificial-intelligence-certificate-program-application-jan6::chunk_001,0.011106,6
q02,pdf_0513_professional-ai-certificate-program-application::chunk_001,0.011071,7
q02,pdf_0519_professional-ms-ai-worksheet::chunk_001,0.010994,8
q02,pdf_0341_certificate-artificial--intelligence-program-application::chunk_001,0.010987,9
q02,pdf_0514_professional-certificate-ai-worksheet::chunk_001,0.010964,10
q02,pdf_0486_ms--arin-worksheet::chunk_001,0.01092,11
q02,pdf_0366_computer-science-minor-program-application::chunk_001,0.010875,12
q02,pdf_0278_artificial-inteligence-certificate-worksheet-jan6::chunk_001,0.010873,13
q02,pdf_0280_artificial-intelligence-cert-program-worksheet::chunk_001,0.010729,14
q02,pdf_0511_nursing-joint-bsms-ai-audit-form::chunk_001,0.010724,15
q02,pdf_0484_minor-in-business-application::chunk_001,0.010716,16
q02,pdf_0510_newcertificate-artificial-intelligence-worksheet::chunk_001,0.010642,17
q02,pdf_0407_cybersecurity-minor-program-application::chunk_001,0.01064,18
q02,pdf_0485_minor-in-business-worksheet::chunk_001,0.01062,19
q02,pdf_0408_cybersecurity-minor-worksheet::chunk_001,0.010485,20
q02,pdf_0311_cap6635artificial-intelligence::chunk_001,0.010377,21
q02,pdf_0298_cap4630artificial-intelligence::chunk_001,0.010289,22
q02,pdf_0490_ms-computer-science-with-minor-in-business-worksheet::chunk_001,0.010221,23
q02,pdf_0291_bsms-joint-mechanical-engineering-and-msai-audit-form::chunk_001,0.010145,24
q02,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_001,0.010141,25
q02,pdf_0492_ms-egit-ait-worksheet::chunk_001,0.01014,26
q02,course_0023_CAP_6635::chunk_001,0.009981,27
q02,course_0028_CAP_6673::chunk_001,0.009951,28
q02,course_0003_CAP_5625::chunk_001,0.009922,29
q02,course_0004_CAP_5625::chunk_001,0.009876,30
q02,pdf_0515_professional-certificate-big-data-analytics-application::chunk_001,0.009865,31
q02,pdf_0489_ms-computer-engineering-with-minor-in-business-worksheet::chunk_001,0.009809,32
q02,pdf_0290_bsms-audit-form::chunk_001,0.00979,33
q02,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_001,0.009787,34
q02,course_0018_CAP_6619::chunk_001,0.009704,35
q02,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_001,0.009627,36
q02,course_0021_CAP_6629::chunk_001,0.009562,37
q02,course_0146_CAP_4630::chunk_001,0.009554,38
q02,pdf_0344_certificate-big-data-analytics-application::chunk_001,0.009478,39
q02,course_0025_CAP_6635::chunk_001,0.009464,40
q02,pdf_0301_cap5625computational-foundations-of-artificial-intelligence::chunk_001,0.009453,41
q02,pdf_0495_ms-electrical-engineering-with-minor-in-business-worksheet::chunk_001,0.009424,42
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_003,0.009417,43
q02,course_0024_CAP_6635::chunk_001,0.009375,44
q02,pdf_0494_ms-egit-csec-worksheet::chunk_001,0.009357,45
q02,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_002,0.009288,46
q02,pdf_0492_ms-egit-ait-worksheet::chunk_002,0.009231,47
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_005,0.009208,48
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_002,0.009207,49
q02,course_0020_CAP_6619::chunk_001,0.009146,50
q02,course_0005_CAP_5625::chunk_001,0.009119,51
q02,pdf_0486_ms--arin-worksheet::chunk_002,0.009091,52
q02,pdf_0276_4-plus-1-itm-ait::chunk_001,0.009063,53
q02,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_002,0.009036,54
q02,course_0008_CAP_5768::chunk_001,0.008982,55
q02,course_0148_CAP_4770::chunk_001,0.008798,56
q02,pdf_0521_professional-ms-itm-adv-info-tech-concentration-worksheet::chunk_001,0.008696,57
q02,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_002,0.008671,58
q02,course_0030_CAP_6673::chunk_001,0.008646,59
q02,course_0136_EEL_6819::chunk_001,0.008621,60
q02,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_002,0.008523,61
q02,pdf_0512_nursing-joint-bsms-biomedical-eng-audit-form::chunk_001,0.008499,62
q02,pdf_0405_cybersecurity-certificate-program-application::chunk_001,0.008475,63
q02,course_0235_EEE_4361C::chunk_001,0.008427,64
q02,pdf_0487_ms--coen-worksheet::chunk_002,0.00838,65
q02,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_002,0.008357,66
q02,pdf_0285_bs-phd-computer-science-worksheet12.09.2025::chunk_002,0.008333,67
q02,pdf_0316_cap6778adv-data-mining-machine-learning::chunk_001,0.008242,68
q02,course_0238_EEE_4541::chunk_001,0.008219,69
q02,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_002,0.008197,70
q02,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_002,0.008152,71
q02,course_0038_CAP_6778::chunk_001,0.008108,72
q02,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,0.008065,73
q02,pdf_0284_bs-phd-computer-engineering-worksheet-12.09.2025::chunk_002,0.008043,74
q02,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_001,0.008,75
q02,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_001,0.001246,76
q02,pdf_0491_ms-cse-worksheet-new::chunk_001,0.001242,77
q02,pdf_0488_ms--dsa--worksheet::chunk_001,0.001235,78
q02,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_001,0.00122,79
q02,pdf_0487_ms--coen-worksheet::chunk_001,0.001201,80
q02,pdf_0346_certificate-cyber-security-application::chunk_001,0.001198,81
q02,pdf_0493_ms-egit-csda-worksheet::chunk_001,0.001194,82
q02,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_001,0.001183,83
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_001,0.00118,84
q02,course_0109_COT_6930::chunk_001,0.001176,85
q02,pdf_0499_ms-in-eel-worksheet::chunk_001,0.001173,86
q02,course_0240_EEE_4541::chunk_001,0.00117,87
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_004,0.001166,88
q02,pdf_0530_syllabus-mobile-app-projects-fall-2024::chunk_003,0.001163,89
q02,pdf_0529_syllabus-intro-intelligent-auton-robots-fall-2024::chunk_003,0.001159,90
q02,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_001,0.001156,91
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_001,0.001149,92
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_004,0.001146,93
q02,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_003,0.00114,94
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_002,0.001133,95
q02,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_001,0.001127,96
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_005,0.001124,97
q02,pdf_0406_cybersecurity-certificate-worksheet-2023::chunk_001,0.001096,98
q02,pdf_0499_ms-in-eel-worksheet::chunk_002,0.00109,99
q02,course_0144_CAP_4623::chunk_001,0.001087,100
q02,pdf_0412_eecs-low-residency-phd-form::chunk_001,0.001084,101
q02,course_0101_COT_6930::chunk_001,0.001081,102
q02,course_0087_COT_5930::chunk_001,0.001078,103
q02,pdf_0488_ms--dsa--worksheet::chunk_002,0.001075,104
q02,pdf_0480_grad-pathway-scholarship-application::chunk_001,0.001072,105
q02,pdf_0292_bsphd-audit-form::chunk_001,0.001067,106
q03,pdf_0515_professional-certificate-big-data-analytics-application::chunk_001,0.011291,1
q03,pdf_0344_certificate-big-data-analytics-application::chunk_001,0.011254,2
q03,pdf_0516_professional-certificate-big-data-analytics-worksheet::chunk_001,0.01123,3
q03,pdf_0283_big-data-analytics-cert-program-worksheet::chunk_001,0.011184,4
q03,course_0035_CAP_6776::chunk_001,0.011148,5
q03,pdf_0317_cap6780big-data-analytics::chunk_001,0.011075,6
q03,pdf_0514_professional-certificate-ai-worksheet::chunk_001,0.011038,7
q03,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_002,0.011031,8
q03,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_001,0.010987,9
q03,pdf_0513_professional-ai-certificate-program-application::chunk_001,0.01087,10
q03,pdf_0409_data-science-certificate-program-application::chunk_001,0.010861,11
q03,pdf_0281_artificial-intelligence-certificate-program-application-jan6::chunk_001,0.01085,12
q03,pdf_0343_certificate-artificial-intelligence-program-worksheet::chunk_001,0.010828,13
q03,pdf_0278_artificial-inteligence-certificate-worksheet-jan6::chunk_001,0.010782,14
q03,pdf_0342_certificate-artificial-intelligence--program-worksheet::chunk_001,0.010764,15
q03,pdf_0341_certificate-artificial--intelligence-program-application::chunk_001,0.010761,16
q03,pdf_0493_ms-egit-csda-worksheet::chunk_001,0.010688,17
q03,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_001,0.01067,18
q03,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_002,0.010669,19
q03,course_0039_CAP_6780::chunk_001,0.010644,20
q03,pdf_0488_ms--dsa--worksheet::chunk_002,0.010637,21
q03,pdf_0488_ms--dsa--worksheet::chunk_001,0.010599,22
q03,pdf_0410_data-science-certificate-worksheet::chunk_001,0.010519,23
q03,course_0012_CAP_6315::chunk_001,0.010385,24
q03,course_0008_CAP_5768::chunk_001,0.010358,25
q03,pdf_0406_cybersecurity-certificate-worksheet-2023::chunk_001,0.010327,26
q03,pdf_0305_cap6315social-networks-big-data-analytics::chunk_001,0.010316,27
q03,course_0025_CAP_6635::chunk_001,0.010295,28
q03,pdf_0277_4-plus-1-itm-csda::chunk_001,0.010279,29
q03,pdf_0510_newcertificate-artificial-intelligence-worksheet::chunk_001,0.010196,30
q03,pdf_0405_cybersecurity-certificate-program-application::chunk_001,0.010128,31
q03,pdf_0517_professional-certificate-energy-resilience-application::chunk_001,0.010114,32
q03,pdf_0280_artificial-intelligence-cert-program-worksheet::chunk_001,0.010111,33
q03,course_0020_CAP_6619::chunk_001,0.010016,34
q03,pdf_0346_certificate-cyber-security-application::chunk_001,0.010014,35
q03,pdf_0279_artificial-inteligence-minor-worksheet-jan6::chunk_001,0.009946,36
q03,pdf_0518_professional-certificate-energy-resilience-worksheet::chunk_001,0.009922,37
q03,course_0030_CAP_6673::chunk_001,0.009906,38
q03,pdf_0404_cyber-security-cert-program-worksheet::chunk_001,0.009896,39
q03,pdf_0345_certificate-biomedical-engineering-program-application::chunk_001,0.00982,40
q03,pdf_0347_certificate-energy-resilience-program-application::chunk_001,0.009766,41
q03,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,0.009745,42
q03,pdf_0287_bs-phd-csc-data-science-anly-concn12.09.2025::chunk_001,0.009669,43
q03,pdf_0307_cap6546Data-mining-for-bioinformatics::chunk_001,0.009641,44
q03,pdf_0505_ms-phd-csc-data-science-anly-concn12.09.2025::chunk_001,0.009595,45
q03,course_0011_CAP_6315::chunk_001,0.009461,46
q03,pdf_0519_professional-ms-ai-worksheet::chunk_001,0.009454,47
q03,pdf_0492_ms-egit-ait-worksheet::chunk_001,0.009436,48
q03,pdf_0348_certificate-energy-resilience-program-worksheet::chunk_001,0.009407,49
q03,pdf_0282_artificial-intelligence-minor-program-application-jan6::chunk_001,0.009405,50
q03,pdf_0284_bs-phd-computer-engineering-worksheet-12.09.2025::chunk_002,0.009231,51
q03,course_0018_CAP_6619::chunk_001,0.009219,52
q03,pdf_0494_ms-egit-csec-worksheet::chunk_001,0.009169,53
q03,pdf_0316_cap6778adv-data-mining-machine-learning::chunk_001,0.009146,54
q03,pdf_0285_bs-phd-computer-science-worksheet12.09.2025::chunk_002,0.009119,55
q03,pdf_0509_msto-phd-computer-engineering-worksheet12.09.2025::chunk_002,0.008876,56
q03,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_002,0.00885,57
q03,pdf_0353_cis5371practical-aspects-modern-cryptography::chunk_001,0.008746,58
q03,pdf_0521_professional-ms-itm-adv-info-tech-concentration-worksheet::chunk_001,0.008646,59
q03,course_0038_CAP_6778::chunk_001,0.008621,60
q03,pdf_0493_ms-egit-csda-worksheet::chunk_002,0.008571,61
q03,pdf_0350_cgs1571computer-app2::chunk_001,0.008523,62
q03,pdf_0492_ms-egit-ait-worksheet::chunk_002,0.008499,63
q03,course_0014_CAP_6546::chunk_001,0.008451,64
q03,course_0059_CIS_5371::chunk_001,0.008403,65
q03,pdf_0408_cybersecurity-minor-worksheet::chunk_001,0.00838,66
q03,pdf_0276_4-plus-1-itm-ait::chunk_001,0.00831,67
q03,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_002,0.008219,68
q03,pdf_0287_bs-phd-csc-data-science-anly-concn12.09.2025::chunk_002,0.008197,69
q03,pdf_0291_bsms-joint-mechanical-engineering-and-msai-audit-form::chunk_001,0.008152,70
q03,course_0007_CAP_5768::chunk_001,0.00813,71
q03,pdf_0349_cgs1570computer-apps1::chunk_001,0.008108,72
q03,pdf_0494_ms-egit-csec-worksheet::chunk_002,0.008043,73
q03,pdf_0313_cap6673data-mining-machine-learning::chunk_001,0.008021,74
q03,pdf_0289_bs-to-phd-electrical-engineering-worksheet12.09.2025::chunk_002,0.008,75
q03,course_0040_CAP_6807::chunk_001,0.001227,76
q03,pdf_0318_cap6807computational-adv::chunk_001,0.00122,77
q03,pdf_0386_cop6726new-directions-database-systems::chunk_001,0.001208,78
q03,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_001,0.001187,79
q03,pdf_0294_cap-6610-applied-machine-learning::chunk_001,0.001183,80
q03,pdf_0302_cap5768introduction-to-data-science::chunk_001,0.00118,81
q03,pdf_0299_cap4770intro-data-mining-machine-intelligence::chunk_001,0.001163,82
q03,pdf_0407_cybersecurity-minor-program-application::chunk_001,0.00114,83
q03,pdf_0370_cop3530data-structures-algorithm-analysis::chunk_001,0.001136,84
q03,course_0021_CAP_6629::chunk_001,0.00113,85
q03,pdf_0388_cop6731theory-implementation-database-systems::chunk_001,0.001127,86
q03,pdf_0366_computer-science-minor-program-application::chunk_001,0.001114,87
q03,pdf_0483_minor--artificial-intelligence-application::chunk_001,0.001111,88
q03,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_001,0.001102,89
q03,pdf_0384_cop5859semantic-web-programming::chunk_001,0.001096,90
q03,pdf_0326_cda6122eval-parallel-dist-systs::chunk_001,0.00109,91
q03,pdf_0491_ms-cse-worksheet-new::chunk_001,0.001084,92
q03,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_001,0.001081,93
q03,pdf_0427_eee6508adv-signal-processing::chunk_001,0.001078,94
q03,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_001,0.001075,95
q03,pdf_0520_professional-ms-cs-worksheet::chunk_001,0.001072,96
q03,pdf_0487_ms--coen-worksheet::chunk_001,0.00107,97
q03,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_003,0.001067,98
q04,pdf_0520_professional-ms-cs-worksheet::chunk_001,0.011258,1
q04,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_002,0.011237,2
q04,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_002,0.011204,3
q04,pdf_0491_ms-cse-worksheet-new::chunk_001,0.011103,4
q04,pdf_0491_ms-cse-worksheet-new::chunk_002,0.011038,5
q04,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_001,0.011026,6
q04,pdf_0490_ms-computer-science-with-minor-in-business-worksheet::chunk_001,0.011021,7
q04,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_002,0.010941,8
q04,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_002,0.010935,9
q04,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,0.010784,10
q04,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_001,0.010724,11
q04,pdf_0493_ms-egit-csda-worksheet::chunk_002,0.010665,12
q04,pdf_0487_ms--coen-worksheet::chunk_002,0.010632,13
q04,pdf_0488_ms--dsa--worksheet::chunk_001,0.010595,14
q04,pdf_0284_bs-phd-computer-engineering-worksheet-12.09.2025::chunk_002,0.010593,15
q04,pdf_0489_ms-computer-engineering-with-minor-in-business-worksheet::chunk_001,0.010545,16
q04,pdf_0494_ms-egit-csec-worksheet::chunk_002,0.010513,17
q04,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_002,0.010468,18
q04,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_001,0.010437,19
q04,pdf_0487_ms--coen-worksheet::chunk_001,0.010331,20
q04,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_001,0.010252,21
q04,pdf_0493_ms-egit-csda-worksheet::chunk_001,0.010175,22
q04,pdf_0521_professional-ms-itm-adv-info-tech-concentration-worksheet::chunk_001,0.010135,23
q04,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_002,0.010079,24
q04,course_0058_CGS_5937::chunk_001,0.010062,25
q04,pdf_0406_cybersecurity-certificate-worksheet-2023::chunk_001,0.010056,26
q04,pdf_0486_ms--arin-worksheet::chunk_002,0.009953,27
q04,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_002,0.009932,28
q04,pdf_0488_ms--dsa--worksheet::chunk_002,0.009892,29
q04,pdf_0494_ms-egit-csec-worksheet::chunk_001,0.009852,30
q04,pdf_0285_bs-phd-computer-science-worksheet12.09.2025::chunk_002,0.009836,31
q04,pdf_0516_professional-certificate-big-data-analytics-worksheet::chunk_001,0.009819,32
q04,pdf_0408_cybersecurity-minor-worksheet::chunk_001,0.009794,33
q04,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_001,0.009758,34
q04,pdf_0409_data-science-certificate-program-application::chunk_001,0.00974,35
q04,pdf_0492_ms-egit-ait-worksheet::chunk_002,0.009681,36
q04,pdf_0366_computer-science-minor-program-application::chunk_001,0.009615,37
q04,pdf_0410_data-science-certificate-worksheet::chunk_001,0.009585,38
q04,course_0100_COT_6905::chunk_001,0.009538,39
q04,pdf_0509_msto-phd-computer-engineering-worksheet12.09.2025::chunk_002,0.009494,40
q04,pdf_0519_professional-ms-ai-worksheet::chunk_001,0.009446,41
q04,pdf_0505_ms-phd-csc-data-science-anly-concn12.09.2025::chunk_001,0.009415,42
q04,pdf_0405_cybersecurity-certificate-program-application::chunk_001,0.009288,43
q04,pdf_0285_bs-phd-computer-science-worksheet12.09.2025::chunk_001,0.009259,44
q04,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_001,0.009226,45
q04,pdf_0404_cyber-security-cert-program-worksheet::chunk_001,0.009174,46
q04,pdf_0350_cgs1571computer-app2::chunk_001,0.009146,47
q04,pdf_0349_cgs1570computer-apps1::chunk_001,0.009091,48
q04,course_0186_COP_3014::chunk_001,0.009063,49
q04,course_0171_CGS_1570::chunk_001,0.009009,50
q04,pdf_0407_cybersecurity-minor-program-application::chunk_001,0.008982,51
q04,course_0179_CNT_4164::chunk_001,0.00885,52
q04,course_0172_CGS_1571::chunk_001,0.008798,53
q04,course_0175_CIS_4634::chunk_001,0.008772,54
q04,course_0159_CDA_4240C::chunk_001,0.008721,55
q04,pdf_0368_cop3014foundations-cs::chunk_001,0.008547,56
